,RK,Team,Year,Conf,playoffs_y_n,G,W,L,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,W%,MP_scalnorm,FG_scalnorm,FGA_scalnorm,FG%_scalnorm,3P_scalnorm,3PA_scalnorm,3P%_scalnorm,2P_scalnorm,2PA_scalnorm,2P%_scalnorm,FT_scalnorm,FTA_scalnorm,FT%_scalnorm,ORB_scalnorm,DRB_scalnorm,AST_scalnorm,STL_scalnorm,BLK_scalnorm,TOV_scalnorm,PF_scalnorm,PTS_scalnorm,W%_scalnorm
21,22,Cleveland Cavaliers,2001,East,0,82,30,52,241.8,35.2,79.7,0.442,2.7,8,0.334,32.6,71.6,0.455,19,24.9,0.765,12.4,29.8,20.8,7.8,5.3,16.5,23.2,92.2,0.365853659,0,-0.039712623,-0.005580539,0.011172295,-0.648003225,-0.648003225,-0.1147639,0.200803044,0.182614844,-0.045628524,0.033884917,0.011172295,0.084062927,0.051649113,-0.057792769,-0.051649113,0,0.016786642,0.182614844,0.045628524,-0.084062927,-0.098663409
22,23,New Jersey Nets,2001,East,0,82,26,56,240.6,33.9,79.9,0.425,4.4,13.2,0.333,29.5,66.7,0.443,19.9,26.2,0.759,11.1,28.5,19.5,7.9,5,14.7,24.2,92.1,0.317073171,-0.361216594,-0.23934432,0.020097396,-0.278420729,-0.050602668,-0.020097396,-0.23934432,-0.23934432,0,-0.257902953,0.23934432,0.151217449,0.071437456,-0.177481675,-0.404166573,-0.278420729,0.020097396,-0.071437456,-0.071437456,0.328498566,-0.177481675,-0.206444206
23,24,Charlotte Hornets,2001,East,1,82,46,36,242.4,34.1,79.3,0.431,4.1,12,0.346,30,67.3,0.446,19.5,26.2,0.745,12.6,31.8,23.2,8.1,5.5,14.4,21.4,91.9,0.56097561,0.210575721,-0.313096791,-0.061207525,-0.248828242,-0.140908173,-0.157669186,-0.076744866,-0.192433035,0.061207525,-0.313096791,0.229338952,0.229338952,-0.108343259,0.229338952,0.422257607,0.269171723,0.108343259,0.108343259,-0.210575721,-0.124482912,-0.313096791,0.030480052
24,25,Vancouver Grizzlies,2001,West,0,82,23,59,241.2,35,79.7,0.439,4,11.5,0.343,31,68.2,0.455,17.8,23.1,0.77,10.9,29.6,23.2,7.1,4.4,15.7,21.1,91.7,0.280487805,-0.2418069,-0.160162381,-0.012671568,-0.038116941,-0.20710022,-0.224032138,-0.160162381,0,0.103607365,-0.103607365,-0.103607365,-0.260591055,0.260591055,-0.325546567,-0.190879246,0.224032138,-0.224032138,-0.325546567,0.117278141,-0.224032138,-0.302120317,-0.351445811
25,26,Atlanta Hawks,2001,East,0,82,25,57,240.6,35.1,81.3,0.431,4.1,11.4,0.357,31,69.9,0.443,16.8,22.1,0.759,12.5,30.4,19,7.7,4.7,16.7,22.7,91,0.304878049,-0.346124516,-0.099617486,0.058407483,-0.157212988,-0.089027655,-0.197818711,0.099617486,0,0.197818711,-0.247127447,-0.346124516,-0.314773488,0.06845271,0.121581747,-0.019257702,-0.387279991,-0.038671727,-0.144899396,0.387279991,0,-0.266787965,-0.229344217
26,27,Miami Heat,2001,East,1,82,50,32,242.4,32.9,76.3,0.43,5.8,16.9,0.345,27,59.4,0.455,17.4,22.9,0.759,9.9,29.7,19.9,7.7,3.7,13.7,21,88.9,0.609756098,0.069327819,-0.582035838,-0.201806686,-0.103080818,0.081921692,0.119508359,-0.040983494,-0.201806686,-0.201806686,-0.040983494,-0.103080818,-0.128774975,0.035669838,-0.201806686,-0.063354705,-0.095650455,-0.020151346,-0.582035838,-0.18036109,-0.119508359,-0.164024467,0.063354705
27,28,New York Knicks,2001,East,1,82,48,34,242.7,33.6,75.6,0.444,4.8,13.6,0.351,28.8,62,0.465,16.8,21.1,0.796,9.4,30.8,18.5,6.6,4.2,14.5,22.7,88.7,0.585365854,0.068899853,-0.118151677,-0.419257635,0.014515611,0.010860946,0.010860946,0.007228467,-0.118151677,-0.108469853,0.021923517,-0.129919429,-0.419257635,0.419257635,-0.419257635,0.018200354,-0.419257635,-0.145367327,-0.118151677,-0.037391882,0,-0.145367327,0.029521623
28,29,Chicago Bulls,2001,East,0,82,15,67,242.1,33.2,78.2,0.424,4,11.6,0.346,29.2,66.6,0.438,17.2,23.3,0.739,11.3,27.6,22.1,8.2,4.6,15.8,23.2,87.6,0.182926829,0.036858608,-0.181495351,-0.107480144,-0.1622082,-0.07367648,-0.067905823,-0.022723673,-0.125027826,-0.009024952,-0.181495351,-0.125027826,-0.067905823,-0.056978213,-0.046684856,-0.523455396,0.027372151,0.062350149,-0.092705993,0.079700057,0.036858608,-0.523455396,-0.523455396
0,1,Dallas Mavericks,2002,West,1,82,57,25,242.4,39,84.5,0.462,7.6,20.1,0.378,31.5,64.5,0.488,19.6,24.3,0.806,11.2,31.3,22.1,7.1,4.8,12.1,22.5,105.2,0.695121951,0.104498433,0.176460313,0.121559308,0.131670745,0.176460313,0.143423439,0.143423439,0.035836078,-0.066021982,0.121559308,0.077489021,0.045389726,0.508933714,-0.077489021,0.112601187,0.008774582,-0.066021982,-0.026612794,-0.508933714,0.097054912,0.508933714,0.121559308
1,2,Sacramento Kings,2002,West,1,82,61,21,240.9,39.8,85.4,0.467,5.2,14.1,0.367,34.6,71.3,0.486,19.7,26.3,0.751,12.4,33,23.9,9,4.6,13.8,19,104.6,0.743902439,-0.085379445,0.415819421,0.415819421,0.14417521,0.014396572,-0.007169188,0.045262018,0.415819421,0.117182748,0.085379445,0.073643242,0.091999722,-0.007169188,0,0.415819421,0.09931887,0.117182748,-0.045262018,-0.053942629,-0.14417521,0.14417521,0.415819421
2,3,Los Angeles Lakers,2002,West,1,82,58,24,241.2,38.4,83.4,0.461,6.2,17.5,0.354,32.2,65.9,0.489,18.2,26.1,0.699,12.5,31.8,23,7.6,5.8,12.7,22.2,101.3,0.707317073,-0.088310512,0.177084924,0.09617937,0.141387459,0.131305441,0.112884299,0.012782618,0.131305441,-0.038768933,0.208936108,0.038768933,0.131305441,-0.74140343,0.019206192,0.257063499,0.088310512,-0.045436618,0.09617937,-0.257063499,0.09617937,0.208936108,0.257063499
3,4,Orlando Magic,2002,East,1,82,44,38,241.8,37.6,84.1,0.448,7.6,20.2,0.373,30.1,63.8,0.471,17.6,23.4,0.754,11.5,29.8,22,8.1,4.7,13.6,20.7,100.5,0.536585366,0.096743596,0.209190483,0.282105485,0.084200444,0.476374819,0.476374819,0.1782339,-0.24332745,-0.209190483,0.122534762,-0.023687989,-0.023687989,0,-0.122534762,-0.071844285,0,0.122534762,-0.109508712,-0.262010847,-0.163651799,0.32816327,0.071844285
4,5,Minnesota Timberwolves,2002,West,1,82,50,32,241.5,38.7,84,0.461,4.8,12.8,0.378,33.9,71.2,0.476,17.1,21.4,0.798,12.9,31.2,24.3,6.4,5.2,13.4,21.2,99.3,0.609756098,-0.035103071,0.285725955,0.179563852,0.193351293,-0.053017597,-0.110362093,0.285725955,0.351541504,0.224322341,0.154372427,-0.100262322,-0.193351293,0.351541504,0.090424709,0.142705256,0.314183886,-0.351541504,-0.017480587,-0.242168572,-0.035103071,0.208180161,0.166620371
5,6,Seattle SuperSonics,2002,West,1,82,45,37,241.8,38.2,81.5,0.469,6,15.8,0.378,32.2,65.7,0.49,15.4,20.4,0.755,11.8,28.5,23.5,8.5,4.4,13.7,21.1,97.7,0.548780488,0.043300855,0.126265812,0.03215633,0.614946334,0.086553853,0.05484456,0.173299028,0.108909396,-0.049014313,0.614946334,-0.173299028,-0.213217595,0.010602357,-0.026695377,-0.190559385,0.11727178,0.093630247,-0.108909396,-0.093630247,-0.03215633,0.101058892,0.05484456
6,7,Golden State Warriors,2002,West,0,82,21,61,241.2,36.6,85.2,0.429,3.9,12.1,0.322,32.7,73.1,0.447,20.6,28.6,0.722,16.3,30.4,20.8,7.9,6.4,16.8,23,97.7,0.256097561,-0.053157071,0.035570415,0.154735178,-0.10659338,-0.079037167,-0.067948862,-0.125765681,0.10659338,0.446275695,-0.138291778,0.154735178,0.154735178,-0.115459934,0.446275695,0.015451035,-0.079037167,0.003843282,0.098738149,0.446275695,0.154735178,0.07333994,-0.446275695
7,8,Milwaukee Bucks,2002,East,0,82,41,41,242.7,37.1,80.2,0.462,7.2,19.3,0.375,29.9,60.9,0.49,16.1,21.5,0.748,10.3,31.2,22.5,7.3,4.7,14.1,21.8,97.5,0.5,0.200191983,0.100379713,-0.069010464,0.200191983,0.184818571,0.184818571,0.117814179,-0.158879245,-0.21806076,0.773781978,-0.137039808,-0.117814179,-0.026790014,-0.268289968,0.10891001,0.069010464,-0.084226306,-0.061674312,-0.061674312,0.061674312,0.100379713,-0.026790014
8,9,Indiana Pacers,2002,East,1,82,42,40,242.7,35.8,80.2,0.446,4.9,14.6,0.339,30.9,65.7,0.47,20.3,26.3,0.772,11.3,31.3,23,8,5.3,15.2,22.9,96.8,0.512195122,0.387477006,0.012897836,-0.133571624,0.012897836,-0.038797571,0.025821596,-0.163022297,-0.038797571,-0.119372301,0.105457414,0.387477006,0.331359642,0.285610496,-0.178392124,0.331359642,0.178392124,0.065015471,0,0.228032535,0.422062508,0.163022297,-0.012897836
9,10,San Antonio Spurs,2002,West,1,82,58,24,242.1,35.5,77.6,0.458,5.3,14.8,0.362,30.2,62.8,0.48,20.3,27.4,0.742,11.1,31.3,20,7.6,6.5,14.4,19.2,96.7,0.707317073,0.173488054,-0.045828021,-0.366031181,0.16073528,0.074334686,0.055202852,0.094151794,-0.148587216,-0.233568357,0.186965033,0.273124293,0.297502877,-0.094151794,-0.186965033,0.233568357,-0.327133775,-0.06469693,0.297502877,-0.018201094,-0.273124293,0.094151794,0.366031181
10,11,Portland Trail Blazers,2002,West,1,82,49,33,241.8,36.6,81.4,0.45,5.7,16.1,0.354,31,65.3,0.474,17.7,23.2,0.763,13.2,29.8,23.5,8.6,4.5,14.3,19.7,96.6,0.597560976,0.138705072,0.157006918,0.068200478,0.194796014,0.175682874,0.21441849,0.033962395,0,-0.21441849,0.21441849,0,-0.103005957,0.120721465,0.32372065,-0.103005957,0.375655185,0.375655185,-0.255540904,-0.085512959,-0.404465652,0.138705072,0.255540904
11,12,Boston Celtics,2002,East,1,82,49,33,241.8,34.8,82.1,0.424,8.5,23.7,0.359,26.3,58.4,0.45,18.3,23.9,0.764,10.9,31.3,21,9.7,3.6,13.6,21.7,96.4,0.597560976,0.027853847,-0.055676908,0.035279487,-0.395572348,0.395572348,0.395572348,0.027853847,-0.395572348,-0.395572348,-0.08122215,0.031529104,0.017172154,0.035279487,-0.094482837,0.087520073,-0.039117663,0.395572348,-0.137155033,-0.07543662,0.020684984,0.020684984,0.051316055
12,13,New Jersey Nets,2002,East,1,82,52,30,241.8,37.1,83.1,0.446,4.9,14.6,0.338,32.2,68.6,0.469,17.1,23.3,0.735,12.7,30.7,24.3,8.7,6,14.5,21.1,96.2,0.634146341,0.114065316,0.210146273,0.1763289,0.013950615,-0.041964401,0.027929269,-0.210146273,0.286894673,0.228004563,0.070322322,-0.160192187,-0.056085253,-0.286894673,0.08470784,0.114065316,0.501981229,0.386920153,0.266214477,0.027929269,-0.08470784,0.056085253,0.332615827
13,14,Utah Jazz,2002,West,1,82,44,38,241.8,35,77.7,0.45,3.4,10.3,0.333,31.6,67.5,0.468,22.6,29.6,0.763,13.5,28.6,24.4,9.1,6.4,16.5,24,96,0.536585366,0.032279119,-0.049898968,-0.129187748,0.045332471,-0.158945501,-0.129187748,-0.081187758,0.045332471,0.015871455,0.007903649,0.458418796,0.458418796,0.028094016,0.109493771,-0.109493771,0.458418796,0.158945501,0.101424801,0.158945501,0.458418796,0.007903649,0.023971305
14,15,Los Angeles Clippers,2002,West,0,82,39,43,241.5,36.2,81.3,0.445,5,14,0.356,31.2,67.3,0.464,18.3,24.7,0.739,13.2,30.2,20.9,6.2,6.6,14.8,19.8,95.7,0.475609756,-0.030765892,0.046466978,0.007652691,-0.015320763,0,-0.030765892,0.046466978,0.038575718,0.015320763,0,0.07082733,0.096726242,-0.125073228,0.146033498,0,-0.125073228,-0.888618135,0.308106596,0.115276959,-0.15737774,0,-0.046466978
15,16,Cleveland Cavaliers,2002,East,0,82,29,53,242.1,36,80.3,0.448,4.7,12.5,0.377,31.2,67.8,0.461,18.6,24.1,0.772,11.8,30.3,23.1,7,5.7,14.6,21.4,95.3,0.353658537,0.323762117,0.068209215,-0.103019152,0.120736929,-0.15702703,-0.255573637,0.404517462,0.085523913,0.103019152,-0.068209215,0.214445956,0.138722839,0.375703304,-0.085523913,0.033966746,0.299962984,-0.323762117,0.214445956,0.103019152,0,-0.033966746,-0.348912756
16,17,Phoenix Suns,2002,West,0,82,36,46,241.8,37.8,84.6,0.447,4.4,13.4,0.327,33.4,71.2,0.469,15.2,19.9,0.767,13.1,29.6,22.4,8.1,4.9,14.7,21.8,95.1,0.43902439,0.05695573,0.143253849,0.227948678,0.028004802,-0.08804553,-0.06447092,-0.193199129,0.227948678,0.178961625,0.035113734,-0.280455519,-0.808868955,0.123156437,0.104931409,-0.072139729,0.05695573,0.072139729,-0.028004802,0.06447092,0.06447092,-0.028004802,-0.079988056
17,18,Detroit Pistons,2002,East,1,82,50,32,240,34.7,76.8,0.452,6.9,18.4,0.376,27.8,58.4,0.475,18,23.8,0.756,9.9,28.9,21.5,7.9,6.9,14.5,20.7,94.3,0.609756098,-0.431044792,-0.076339715,-0.431044792,0.055917757,0.088505643,0.088505643,0.076339715,-0.149454235,-0.431044792,0.055917757,0.007431691,0.007431691,0.014923708,-0.431044792,-0.076339715,-0.026416411,0.003712115,0.431044792,0.007431691,-0.051342879,-0.022539883,0.070836928
18,19,Atlanta Hawks,2002,East,0,82,33,49,241.2,35.4,80.6,0.439,5.2,14.6,0.354,30.2,66,0.458,18.1,23.7,0.765,11.6,29.8,20.2,8.1,4.3,15.5,20.8,94,0.402439024,-0.219660434,-0.129853386,-0.063848156,-0.146987271,0.063848156,0.031795031,0.031795031,-0.259563256,-0.063848156,-0.096432468,0.063848156,0,0.219660434,-0.129853386,-0.096432468,-0.440474756,0.164471391,-0.47711393,0.440474756,-0.164471391,-0.129853386,-0.239233153
19,20,Charlotte Hornets,2002,East,1,82,44,38,240.9,35.3,80.2,0.44,4.2,12.1,0.348,31.1,68.1,0.456,19.1,25.7,0.745,12.9,30.5,21.5,8,5.6,14,21.3,93.9,0.536585366,-0.459075096,-0.199402921,-0.199402921,-0.116913437,-0.290043084,-0.340419262,-0.116913437,0.038547871,0.178205406,-0.157432513,0.290043084,0.314691029,-0.116913437,0.199402921,0.116913437,-0.137020827,0.0970586,0.178205406,-0.243368474,-0.038547871,-0.199402921,0.116913437
20,21,Washington Wizards,2002,East,0,82,37,45,240.6,35.8,81.3,0.441,3.7,9.6,0.388,32.1,71.7,0.448,17.4,22.8,0.765,12.9,29.2,20.9,7,4.3,13,21.5,92.8,0.451219512,-0.234429986,0.006515069,0.006515069,-0.026192344,-0.195725814,-0.262304572,0.756519343,0.098140299,0.262304572,-0.180695374,-0.026192344,-0.082347265,0.090111008,0.06747088,-0.115185812,-0.106480289,-0.124324681,-0.195725814,-0.213195948,0.013043233,-0.082347265,-0.053269582
21,22,Houston Rockets,2002,West,0,82,28,54,243.7,34.6,80.8,0.428,6,18,0.335,28.5,62.8,0.455,17.1,23.1,0.741,12.5,29.4,18.1,6.5,5.4,14.1,18,92.3,0.341463415,0.533073163,-0.109454942,-0.009190773,-0.150226216,0.075030183,0.094409337,-0.081164435,-0.150226216,-0.117942021,-0.047542625,-0.05271495,-0.037535834,-0.058025109,0.013809358,-0.063495746,-0.533073163,-0.150226216,0.009190773,-0.042488609,-0.533073163,-0.069153499,-0.109454942
22,23,Denver Nuggets,2002,West,0,82,27,55,241.5,35.5,83.8,0.424,5.2,15.7,0.329,30.4,68.1,0.446,15.9,21.4,0.744,13.6,28.2,22.2,7.5,5.6,14.7,22.8,92.2,0.329268293,-0.018694078,-0.023439512,0.08221076,-0.539945236,0.018694078,0.038019725,-0.110865973,-0.053394521,0.043036348,-0.539945236,-0.110865973,-0.102968886,-0.038019725,0.167318067,-0.539945236,0.023439512,-0.048155517,0.043036348,0.043036348,0.12896644,-0.08221076,-0.12896644
23,24,New York Knicks,2002,East,0,82,30,52,241.5,34.4,79.5,0.432,5.8,16.4,0.353,28.6,63.1,0.453,17.1,21.8,0.787,10.7,30,21,6.8,3.5,14.5,22,91.6,0.365853659,-0.027674155,-0.190918067,-0.121702354,-0.164122675,0.087005994,0.103692505,-0.013781143,-0.190918067,-0.14156248,-0.112504324,-0.079043654,-0.103692505,0.225257334,-0.225257334,-0.013781143,-0.079043654,-0.164122675,-0.799318804,0.013781143,0.087005994,-0.14156248,-0.121702354
24,25,Toronto Raptors,2002,East,1,82,42,40,240.9,35.6,82,0.434,4.7,13.5,0.349,30.9,68.5,0.451,15.5,20.9,0.739,13.6,28.5,21.7,8.4,5.5,14.3,21.6,91.4,0.512195122,-0.285851885,-0.024002569,0.098028364,-0.211968561,-0.110963003,-0.072798387,-0.048199977,-0.036064438,0.151538033,-0.246558871,-0.332521323,-0.332521323,-0.195948385,0.431405449,-0.431405449,-0.048199977,0.180600871,0.060435393,-0.060435393,0.048199977,-0.285851885,-0.011989236
25,26,Philadelphia 76ers,2002,East,1,82,43,39,240.6,34.2,78.5,0.436,2.6,8.7,0.299,31.6,69.8,0.453,20,25.7,0.779,13.3,30.9,20,8.6,4.4,15.3,20.1,91,0.524390244,-0.143501003,-0.463086171,-0.095084641,-0.055159411,-0.463086171,-0.463086171,-0.463086171,0.045794022,0.082014368,-0.065179496,0.095084641,0.065179496,0.110608578,0.095084641,0.04130077,-0.143501003,0.088311673,-0.082014368,0.088311673,-0.070508384,-0.110608578,0.00798412
26,27,Memphis Grizzlies,2002,West,0,82,23,59,241.2,34.8,79.7,0.436,4.1,13.4,0.307,30.7,66.3,0.462,16.3,23,0.708,12,29.4,21.8,7.9,6,16.4,19.2,89.9,0.280487805,-0.14071751,-0.166279809,-0.153256064,-0.14071751,-0.179874367,-0.094162077,-0.409615284,-0.061775971,-0.020368336,-0.020368336,-0.179874367,-0.105362646,-0.409615284,-0.020368336,-0.14071751,-0.020368336,0.010173943,0.194145642,0.33292717,-0.305645777,-0.33292717,-0.33292717
27,28,Chicago Bulls,2002,East,0,82,21,61,241.5,34.3,79.2,0.433,3.7,10.6,0.346,30.6,68.6,0.447,17.2,23.9,0.722,11.3,28.8,22.2,7.7,4.4,15.3,22.4,89.5,0.256097561,-0.026260583,-0.213751383,-0.13433159,-0.13433159,-0.196235734,-0.181166136,-0.067646661,-0.053408364,0.1067577,-0.235040742,-0.039662426,0.03292675,-0.196235734,-0.090345772,-0.15573943,0.03292675,-0.026260583,-0.13433159,0.144645965,0.115485903,-0.262987949,-0.758490288
28,29,Miami Heat,2002,East,0,82,36,46,243,34.2,77.8,0.439,3.8,11,0.347,30.4,66.9,0.454,15.1,20.8,0.724,11,31,20.3,6.7,5.5,14.8,22.5,87.2,0.43902439,0.181879001,-0.524561891,-0.125292113,-0.041810218,-0.107707338,-0.107707338,-0.036936521,-0.05187328,0,-0.057098655,-0.524561891,-0.147827641,-0.107707338,-0.107707338,0.057098655,-0.107707338,-0.125292113,0.022771707,0.068049365,0.100035244,-0.524561891,-0.05187328
0,1,Dallas Mavericks,2003,West,1,82,60,22,241.2,38.5,85.1,0.453,7.8,20.3,0.381,30.8,64.8,0.475,18.1,21.9,0.829,11.1,31,22.4,8.1,5.5,11.6,21.1,103,0.731707317,-0.087781249,0.129719232,0.15959941,0.070084892,0.15959941,0.15959941,0.119089515,0,-0.036688601,0.064788011,-0.003964099,-0.109944233,0.460304751,-0.081521768,0.045518971,0.050104254,0.028209596,0.015936751,-0.460304751,-0.050104254,0.460304751,0.460304751
1,2,Golden State Warriors,2003,West,0,82,38,44,240.9,37.3,84.6,0.441,5.2,15.1,0.344,32.1,69.6,0.462,22.6,29,0.778,15.7,31,20.9,7.2,6.2,15.8,21.8,102.4,0.463414634,-0.148800739,0.108416338,0.148800739,-0.004547212,0.018281024,0.018281024,-0.018281024,0.093513499,0.093513499,0.004547212,0.5280149,0.5280149,0.108416338,0.5280149,0.052214744,-0.032359186,-0.093513499,0.148800739,0.086772776,0.013678323,0.183076247,-0.037179661
2,3,Sacramento Kings,2003,West,1,82,59,23,241.8,39.5,85.2,0.464,6,15.7,0.381,33.5,69.5,0.482,16.7,22.3,0.746,11,33.5,24.8,9,5.6,14.5,20.3,101.7,0.719512195,-0.013047193,0.503651813,0.503651813,0.141934938,0.076684811,0.059991292,0.130304217,0.174628943,0.076684811,0.141934938,-0.089198702,-0.09604764,-0.026336597,-0.10341391,0.503651813,0.141934938,0.174628943,0.035464158,-0.021863981,-0.120297721,0.141934938,0.141934938
3,4,Los Angeles Lakers,2003,West,1,82,50,32,243,37.7,83.6,0.451,5.9,16.7,0.356,31.8,66.9,0.475,19,26,0.734,13.1,31.1,23.3,7.8,5.7,14.5,22.9,100.4,0.609756098,0.805393633,0.192369045,0.192369045,0.08766724,0.104480569,0.122627293,0.071829779,0.113359358,0.02086387,0.113359358,0.034962867,0.104480569,-0.165370009,0.165370009,0.122627293,0.178192712,0,0.113359358,-0.034962867,0.165370009,0.192369045,0.142638355
4,5,Milwaukee Bucks,2003,East,1,82,42,40,242.7,37.1,81.3,0.457,7.1,18.6,0.383,30,62.7,0.478,18.1,23.3,0.776,10.7,28.9,22.2,7.6,4.2,12.7,22.2,99.5,0.512195122,0.118282042,0.118282042,0.020124567,0.13758402,0.185552521,0.159510186,0.776854816,-0.047609243,-0.171878521,0.13758402,-0.006690196,-0.076822218,0.118282042,-0.218926721,-0.218926721,0.069284518,-0.047609243,-0.10077834,-0.2693554,0.084560785,0.159510186,-0.020124567
5,6,Orlando Magic,2003,East,1,82,42,40,241.5,35.9,82.5,0.436,6.9,19.4,0.357,29,63.1,0.46,19.7,25.4,0.777,11.7,29.2,20.4,8.5,3.7,14.4,23,98.5,0.512195122,-0.164417869,0.047790936,0.210169723,-0.17906823,0.283426048,0.389000458,0.150252029,-0.283426048,-0.244466488,-0.084594595,0.1942855,0.150252029,0.244466488,-0.047790936,-0.164417869,-0.150252029,0.164417869,-0.305402754,-0.110021333,0.357124194,0.244466488,-0.035758383
6,7,Minnesota Timberwolves,2003,West,1,82,51,31,241.5,38.7,83,0.466,3.6,9.8,0.368,35.1,73.2,0.479,17.1,22.3,0.77,11.7,31.9,25.2,6.7,5.3,13.7,20.8,98.1,0.62195122,-0.060398597,0.175814571,0.10411603,0.175814571,-0.096699748,-0.142898593,0.089804308,0.507071313,0.507071313,0.10411603,-0.077205456,-0.096699748,0.045223626,-0.017555911,0.142898593,0.175814571,-0.507071313,0,-0.089804308,-0.077205456,0.077205456,0.121114472
7,8,Memphis Grizzlies,2003,West,0,82,28,54,243,37.2,82.2,0.452,5.7,15.6,0.365,31.5,66.6,0.473,17.4,23.6,0.739,11.5,30.1,23.1,7.9,6.1,15.4,20.5,97.5,0.341463415,0.858283361,0.152005333,0.093424297,0.111341747,0.093424297,0.076546799,0.130680156,0.076546799,-0.014797758,0.093424297,-0.102232388,-0.044880734,-0.152005333,-0.084874586,0.007391451,0.152005333,0.014797758,0.205001808,0.076546799,-0.152005333,0.111341747,-0.152005333
8,9,Philadelphia 76ers,2003,East,1,82,48,34,242.1,36.3,81,0.448,3,9.6,0.311,33.3,71.4,0.466,21.3,27.5,0.775,12.7,29.5,21.6,10.3,3.5,14.8,22,96.8,0.585365854,0.0445603,0.051198348,0,0.06484747,-0.204906439,-0.252105616,-0.252105616,0.204906439,0.252105616,0.06484747,0.225314853,0.173669556,0.094324396,0.110707144,-0.06484747,0.006261749,0.727104273,-0.252105616,0.01883577,0.0445603,0.071902448,0.07914543
9,10,Indiana Pacers,2003,East,1,82,48,34,242.7,35.5,80.6,0.441,4.6,13.6,0.339,30.9,66.9,0.461,21.2,27.7,0.766,12.2,32,23.3,8.5,5.4,14.8,22.1,96.8,0.585365854,0.240953099,0,-0.027284675,-0.013628641,-0.126136062,-0.111432743,-0.141139933,0.027284675,0.040995882,-0.054790833,0.377990221,0.445977015,0.054790833,0.082752823,0.548705597,0.350134829,0.18850001,0.027284675,0.040995882,0.141139933,0.156495028,0.172259313
10,11,New York Knicks,2003,East,0,82,37,45,242.1,36.2,82,0.441,7.4,19.3,0.383,28.8,62.7,0.459,16.1,19.8,0.815,10.3,29,22,7.1,3.1,14,23,95.9,0.451219512,0.028356551,0.024195313,0.041266567,-0.003984749,0.130394991,0.110516977,0.462702663,-0.110516977,-0.102372603,-0.045756097,-0.130394991,-0.462702663,0.160430827,-0.462702663,-0.095005896,0.028356551,-0.110516977,-0.462702663,-0.065125517,0.1197099,0.032580763,-0.045756097
11,12,San Antonio Spurs,2003,West,1,82,60,22,241.8,35.5,76.8,0.462,5.5,15.5,0.354,30,61.3,0.489,19.4,26.8,0.725,11.5,31.2,20,7.7,6.5,15.8,20.4,95.8,0.731707317,-0.013900112,0,-0.151213494,0.128161811,0.037782517,0.03288388,0.037782517,-0.03288388,-0.151213494,0.536576487,0.053061389,0.102326457,-0.128161811,-0.053061389,0.102326457,-0.069607971,-0.018577444,0.536576487,0.088179768,-0.110174274,0.02805827,0.536576487
12,13,Phoenix Suns,2003,West,1,82,44,38,241.5,36.6,82.6,0.443,4.8,14,0.343,31.8,68.6,0.464,17.4,23.5,0.742,12.8,29.8,21,8.1,4.9,14.7,22,95.5,0.536585366,-0.268745111,0.292691492,0.399586578,0.078115478,-0.097944851,-0.05844797,-0.138271977,0.3175645,0.292691492,0.138271977,-0.268745111,-0.158870043,-0.3175645,0.399586578,-0.138271977,-0.078115478,0.138271977,-0.078115478,-0.038899855,0.138271977,0.078115478,0.05844797
13,14,New Jersey Nets,2003,East,1,82,49,33,240.9,35.4,80.3,0.441,4.2,12.7,0.332,31.2,67.6,0.462,20.3,26.8,0.757,12.1,30.8,23,8.7,4.6,14.8,21.6,95.4,0.597560976,-0.503407312,-0.061846474,-0.093409245,-0.015383657,-0.251425774,-0.231733034,-0.231733034,0.07754601,0.093409245,0.015383657,0.366782974,0.340656679,0,0.046275091,0.093409245,0.271981622,0.340656679,-0.194441854,0.046275091,-0.046275091,0.030798235,0.231733034
14,15,Portland Trail Blazers,2003,West,1,82,50,32,242.1,36.4,79.2,0.46,4.6,14,0.33,31.8,65.1,0.488,17.7,23.7,0.745,12.1,29,22.7,8.8,3.9,15.2,19.9,95.2,0.609756098,0.080452626,0.117080657,-0.170300589,0.269548779,-0.104634406,-0.034007561,-0.23249678,0.184772782,-0.068646447,0.455171053,-0.104634406,-0.045450969,-0.104634406,0.034007561,-0.269548779,0.170300589,0.339638475,-0.23249678,0.092437473,-0.455171053,0,0.23249678
15,16,Chicago Bulls,2003,East,0,82,30,52,243,36.5,81.9,0.445,4.3,12.2,0.35,32.2,69.7,0.462,17.7,24.6,0.722,12,31,21.7,7.4,5.6,16.9,24.7,95,0.365853659,0.821334538,0.089402411,0.057833482,0.057833482,-0.089402411,-0.125054417,0.014160719,0.168643126,0.168643126,0.007073251,-0.065464489,0.035654876,-0.231461624,0,0.081220763,0.028436387,-0.097831316,0.057833482,0.231461624,0.284777655,-0.014160719,-0.125054417
16,17,Utah Jazz,2003,West,1,82,47,35,241.2,35.3,75.5,0.468,2.7,7.8,0.349,32.6,67.7,0.481,21.3,28.6,0.745,12.5,29,25.6,8.6,5.7,16.8,22.4,94.7,0.573170732,-0.080900666,-0.022183244,-0.424224553,0.424224553,-0.424224553,-0.424224553,0,0.101326443,0.029871364,0.101326443,0.131458576,0.147089484,-0.033812828,0.046176918,-0.087105255,0.424224553,0.064591408,0.059709713,0.101326443,0.055032994,-0.014687576,0.025998435
